order_id,product_name,category,quantity,unit_price,revenue,date,region
2122,Bookshelf,Furniture,2,3088.55,6177.1,2024-02-09,West
9795,Laptop Pro,Electronics,2,43135.41,86270.82,2024-11-26,North
8955,Office Chair,Furniture,5,4584.17,22920.85,2024-11-13,North
11277,Bluetooth Speaker,Electronics,10,2495.59,24955.9,2024-12-24,North
5939,Bookshelf,Furniture,2,3222.36,6444.72,2024-08-30,West
6676,Bookshelf,Furniture,5,3292.48,16462.4,2024-09-29,East
6580,Bluetooth Speaker,Electronics,10,2448.12,24481.2,2024-08-29,East
6107,Tea Pack 500g,Grocery,1,152.1,152.1,2024-08-03,East
1542,Sneakers,Clothing,2,1887.31,3774.62,2024-02-23,East
1390,T-Shirt,Clothing,3,580.42,1741.26,2024-01-30,South
5882,Smartphone X,Electronics,1,31129.26,31129.26,2024-08-11,South
7973,Cooking Oil 1L,Grocery,3,184.76,554.28,2024-10-10,South
2684,Office Chair,Furniture,10,4448.27,44482.7,2024-03-17,North
11113,Office Chair,Furniture,5,4448.85,22244.25,2024-12-10,North
1588,Dining Table,Furniture,1,11562.71,11562.71,2024-02-22,West
1630,Sneakers,Clothing,1,1862.78,1862.78,2024-02-20,South
1512,Sugar 1kg,Grocery,10,45.29,452.9,2024-01-29,North
1800,Office Chair,Furniture,2,4625.08,9250.16,2024-02-07,South
11322,Jeans,Clothing,2,1258.86,2517.72,2024-12-03,North
1679,Office Chair,Furniture,5,4429.82,22149.1,2024-02-18,East
3941,Bookshelf,Furniture,1,3215.08,3215.08,2024-05-06,East
5537,Laptop Pro,Electronics,10,44547.1,445471.0,2024-07-05,South
8304,Cooking Oil 1L,Grocery,1,171.46,171.46,2024-10-30,South
9857,Wheat Flour 5kg,Grocery,4,219.34,877.36,2024-11-05,West
1902,Rice 5kg,Grocery,3,243.65,730.95,2024-02-01,South
8656,Wireless Earbuds,Electronics,3,3328.17,9984.51,2024-10-02,East
8843,Formal Shirt,Clothing,2,897.26,1794.52,2024-11-28,West
1460,Bluetooth Speaker,Electronics,10,2473.26,24732.6,2024-01-06,South
1755,Jacket,Clothing,1,2590.12,2590.12,2024-02-17,North
2495,Rice 5kg,Grocery,2,247.65,495.3,2024-03-09,North
3632,Laptop Pro,Electronics,2,42834.24,85668.48,2024-05-14,West
7980,Wireless Earbuds,Electronics,1,3126.96,3126.96,2024-10-21,West
10338,Jacket,Clothing,3,2508.79,7526.37,2024-12-29,West
2512,Wheat Flour 5kg,Grocery,10,217.46,2174.6,2024-03-09,East
9491,Tea Pack 500g,Grocery,5,156.36,781.8,2024-11-05,East
11366,Formal Shirt,Clothing,1,893.08,893.08,2024-12-23,South
8121,Formal Shirt,Clothing,5,921.12,4605.6,2024-10-06,East
3563,Cooking Oil 1L,Grocery,3,179.29,537.87,2024-04-21,South
3736,"LED TV 55""",Electronics,3,39737.36,119212.08,2024-05-28,East
9143,Wireless Earbuds,Electronics,3,3190.33,9570.99,2024-11-14,East
2464,Bookshelf,Furniture,2,3323.1,6646.2,2024-03-22,South
4686,Jeans,Clothing,10,1255.49,12554.9,2024-06-01,West
2242,Office Chair,Furniture,4,4713.74,18854.96,2024-03-22,South
6761,Bluetooth Speaker,Electronics,2,2414.92,4829.84,2024-09-18,North
4273,Sneakers,Clothing,1,1979.67,1979.67,2024-05-30,West
6748,Bed Frame,Furniture,1,14809.74,14809.74,2024-09-24,South
7675,Wireless Earbuds,Electronics,2,3089.62,6179.24,2024-10-18,North
11219,Smartphone X,Electronics,10,32811.58,328115.8,2024-12-29,West
8527,Cooking Oil 1L,Grocery,1,184.73,184.73,2024-10-31,South
9119,Jacket,Clothing,1,2592.61,2592.61,2024-11-24,East
3346,"LED TV 55""",Electronics,1,38490.64,38490.64,2024-04-19,North
9002,Laptop Pro,Electronics,3,46625.04,139875.12,2024-11-01,South
11010,Office Chair,Furniture,5,4342.93,21714.65,2024-12-30,West
3435,Rice 5kg,Grocery,1,250.37,250.37,2024-04-03,West
7311,Tea Pack 500g,Grocery,2,148.54,297.08,2024-09-15,North
2740,Smartphone X,Electronics,1,31397.33,31397.33,2024-03-02,West
10866,Office Chair,Furniture,5,4305.17,21525.85,2024-12-25,West
1267,Sofa Set,Furniture,4,23923.96,95695.84,2024-01-22,North
6794,Sofa Set,Furniture,5,26067.43,130337.15,2024-09-17,South
11097,Jacket,Clothing,10,2601.79,26017.9,2024-12-06,West
3297,Sugar 1kg,Grocery,2,45.44,90.88,2024-04-30,South
8003,Dining Table,Furniture,2,12162.79,24325.58,2024-10-18,North
7846,Smartphone X,Electronics,2,32294.6,64589.2,2024-10-03,East
9034,Office Chair,Furniture,2,4660.14,9320.28,2024-11-21,West
8348,Sugar 1kg,Grocery,5,46.83,234.15,2024-10-04,North
2539,Wireless Earbuds,Electronics,3,3351.81,10055.43,2024-03-28,West
8504,Bluetooth Speaker,Electronics,10,2414.41,24144.1,2024-10-06,South
6725,Rice 5kg,Grocery,2,244.51,489.02,2024-09-25,South
10498,Wireless Earbuds,Electronics,10,3110.08,31100.8,2024-12-20,West
4525,Smartphone X,Electronics,2,31556.23,63112.46,2024-06-17,West
7809,Bookshelf,Furniture,1,3142.55,3142.55,2024-10-20,North
3946,Sofa Set,Furniture,2,25655.44,51310.88,2024-05-04,North
6719,Formal Shirt,Clothing,1,907.02,907.02,2024-09-06,North
9533,Jeans,Clothing,1,1281.36,1281.36,2024-11-16,South
3763,"LED TV 55""",Electronics,10,39570.48,395704.8,2024-05-06,North
2509,T-Shirt,Clothing,4,597.49,2389.96,2024-03-18,South
1729,"LED TV 55""",Electronics,4,36867.29,147469.16,2024-02-22,South
2171,Dining Table,Furniture,2,12134.46,24268.92,2024-03-07,North
10969,Bluetooth Speaker,Electronics,1,2489.03,2489.03,2024-12-21,East
3336,Sofa Set,Furniture,4,23918.92,95675.68,2024-04-20,North
8676,Laptop Pro,Electronics,10,44834.34,448343.4,2024-11-04,North
7623,T-Shirt,Clothing,3,617.5,1852.5,2024-10-23,East
5726,Cooking Oil 1L,Grocery,10,178.76,1787.6,2024-07-29,West
3532,Wheat Flour 5kg,Grocery,1,229.45,229.45,2024-04-07,South
5080,Dining Table,Furniture,4,11802.56,47210.24,2024-07-03,North
7131,Cooking Oil 1L,Grocery,3,185.76,557.28,2024-09-08,South
10274,Bed Frame,Furniture,3,15371.36,46114.08,2024-12-02,South
5204,Jeans,Clothing,4,1269.42,5077.68,2024-07-16,East
7591,Smartphone X,Electronics,10,31026.42,310264.2,2024-10-01,West
10736,Wheat Flour 5kg,Grocery,2,210.0,420.0,2024-12-18,East
6834,Bluetooth Speaker,Electronics,1,2551.67,2551.67,2024-09-27,West
11259,Smartphone X,Electronics,3,32218.96,96656.88,2024-12-24,East
7968,Tea Pack 500g,Grocery,2,154.68,309.36,2024-10-22,West
3296,Wheat Flour 5kg,Grocery,4,218.3,873.2,2024-04-26,North
3928,Formal Shirt,Clothing,10,879.8,8798.0,2024-05-10,East
7466,Sugar 1kg,Grocery,5,45.98,229.9,2024-09-17,South
7491,Sofa Set,Furniture,1,25660.41,25660.41,2024-09-20,West
4786,Sofa Set,Furniture,2,25185.42,50370.84,2024-06-25,East
8285,Smartphone X,Electronics,1,33489.98,33489.98,2024-10-16,South
4028,Office Chair,Furniture,5,4469.79,22348.95,2024-05-20,South
8531,Formal Shirt,Clothing,1,932.32,932.32,2024-10-02,West
9763,Jeans,Clothing,4,1264.91,5059.64,2024-11-10,East
2602,Wheat Flour 5kg,Grocery,1,220.62,220.62,2024-03-23,West
1193,Formal Shirt,Clothing,1,898.58,898.58,2024-01-22,North
9975,Jacket,Clothing,2,2532.17,5064.34,2024-11-24,North
4917,Sofa Set,Furniture,10,25691.03,256910.3,2024-06-17,North
3218,Formal Shirt,Clothing,2,901.45,1802.9,2024-04-10,North
2676,T-Shirt,Clothing,1,593.9,593.9,2024-03-14,East
6046,Jeans,Clothing,5,1324.48,6622.4,2024-08-19,East
3375,Smartphone X,Electronics,5,30977.9,154889.5,2024-04-05,North
8630,Dining Table,Furniture,4,11475.22,45900.88,2024-10-09,West
4078,Dining Table,Furniture,1,12401.79,12401.79,2024-05-13,East
8278,Wheat Flour 5kg,Grocery,4,229.29,917.16,2024-10-29,South
2711,Bed Frame,Furniture,1,14544.13,14544.13,2024-03-07,West
5818,Wireless Earbuds,Electronics,1,3045.76,3045.76,2024-07-13,East
9776,Bookshelf,Furniture,1,3304.94,3304.94,2024-11-15,South
2831,Sneakers,Clothing,1,1813.29,1813.29,2024-03-02,West
5151,Smartphone X,Electronics,1,31033.97,31033.97,2024-07-07,East
2035,T-Shirt,Clothing,2,616.11,1232.22,2024-02-14,West
5379,Dining Table,Furniture,10,12416.38,124163.8,2024-07-07,North
3897,Cooking Oil 1L,Grocery,1,188.95,188.95,2024-05-20,East
5669,Dining Table,Furniture,1,11427.16,11427.16,2024-07-06,South
3962,Tea Pack 500g,Grocery,4,143.26,573.04,2024-05-29,South
4528,Cooking Oil 1L,Grocery,3,177.4,532.2,2024-06-09,West
5885,Cooking Oil 1L,Grocery,4,179.48,717.92,2024-08-01,North
7276,Office Chair,Furniture,3,4502.48,13507.44,2024-09-19,North
3927,"LED TV 55""",Electronics,10,37344.04,373440.4,2024-05-06,East
10103,T-Shirt,Clothing,1,612.03,612.03,2024-12-19,East
3293,Dining Table,Furniture,10,11586.04,115860.4,2024-04-22,North
9943,Formal Shirt,Clothing,10,931.53,9315.3,2024-11-27,North
5410,Sneakers,Clothing,1,1853.16,1853.16,2024-07-26,East
10505,"LED TV 55""",Electronics,3,37077.91,111233.73,2024-12-29,East
4908,Dining Table,Furniture,4,11928.65,47714.6,2024-06-03,East
3449,Rice 5kg,Grocery,2,244.35,488.7,2024-04-04,West
1674,Jeans,Clothing,1,1269.77,1269.77,2024-02-07,West
4650,Smartphone X,Electronics,3,31072.59,93217.77,2024-06-03,East
1378,Dining Table,Furniture,1,12110.17,12110.17,2024-01-21,South
1759,Sneakers,Clothing,10,1960.59,19605.9,2024-02-10,West
1751,Rice 5kg,Grocery,5,252.17,1260.85,2024-02-28,East
7530,Rice 5kg,Grocery,2,238.27,476.54,2024-10-07,North
6979,Cooking Oil 1L,Grocery,2,187.96,375.92,2024-09-18,North
9805,Jacket,Clothing,3,2558.75,7676.25,2024-11-21,North
11283,Smartphone X,Electronics,1,32547.98,32547.98,2024-12-15,East
3831,Jacket,Clothing,2,2619.72,5239.44,2024-05-22,North
3994,Sugar 1kg,Grocery,2,44.95,89.9,2024-05-18,East
9520,Bed Frame,Furniture,5,14589.65,72948.25,2024-11-28,South
6669,Smartphone X,Electronics,5,32444.6,162223.0,2024-09-01,North
7637,Jeans,Clothing,2,1270.85,2541.7,2024-10-13,East
3690,Sugar 1kg,Grocery,1,45.67,45.67,2024-05-20,East
5402,Tea Pack 500g,Grocery,2,144.47,288.94,2024-07-10,North
10902,Jacket,Clothing,10,2541.07,25410.7,2024-12-05,West
9644,Dining Table,Furniture,1,12255.81,12255.81,2024-11-01,East
6112,Wheat Flour 5kg,Grocery,4,213.2,852.8,2024-08-23,East
2119,Formal Shirt,Clothing,1,855.7,855.7,2024-02-24,East
9516,Dining Table,Furniture,1,12218.46,12218.46,2024-11-06,West
6374,T-Shirt,Clothing,5,574.97,2874.85,2024-08-26,North
1804,Bluetooth Speaker,Electronics,5,2412.29,12061.45,2024-02-27,North
10935,Rice 5kg,Grocery,3,254.47,763.41,2024-12-22,West
8120,Office Chair,Furniture,1,4331.22,4331.22,2024-10-21,East
10037,Sofa Set,Furniture,4,24172.63,96690.52,2024-12-09,East
6706,Rice 5kg,Grocery,3,240.28,720.84,2024-09-26,North
6908,Dining Table,Furniture,1,12155.02,12155.02,2024-09-26,South
4601,Dining Table,Furniture,10,12217.84,122178.4,2024-06-06,East
5116,Cooking Oil 1L,Grocery,2,178.86,357.72,2024-07-12,West
6069,Cooking Oil 1L,Grocery,3,176.54,529.62,2024-08-08,East
1241,Wireless Earbuds,Electronics,2,3295.52,6591.04,2024-01-18,North
9580,Laptop Pro,Electronics,1,47219.48,47219.48,2024-11-16,West
10509,Sugar 1kg,Grocery,10,43.47,434.7,2024-12-01,South
7925,Jacket,Clothing,1,2536.08,2536.08,2024-10-31,West
7379,Laptop Pro,Electronics,1,43356.16,43356.16,2024-09-24,East
10516,Wheat Flour 5kg,Grocery,1,209.58,209.58,2024-12-13,West
3040,Bookshelf,Furniture,3,3183.51,9550.53,2024-04-12,North
6210,Tea Pack 500g,Grocery,5,156.32,781.6,2024-08-20,South
9988,Sugar 1kg,Grocery,1,46.07,46.07,2024-11-21,East
9108,Wheat Flour 5kg,Grocery,5,212.73,1063.65,2024-11-27,West
2345,Sofa Set,Furniture,1,24794.43,24794.43,2024-03-29,North
4835,"LED TV 55""",Electronics,1,36914.92,36914.92,2024-06-10,North
8541,Jacket,Clothing,2,2605.54,5211.08,2024-10-02,North
2791,Sneakers,Clothing,1,1863.5,1863.5,2024-03-11,South
8601,Wireless Earbuds,Electronics,1,3116.06,3116.06,2024-10-25,North
2738,Sofa Set,Furniture,10,24390.72,243907.2,2024-03-05,West
7063,Rice 5kg,Grocery,2,241.11,482.22,2024-09-30,East
8780,Office Chair,Furniture,3,4507.05,13521.15,2024-11-21,West
1672,Smartphone X,Electronics,4,33029.39,132117.56,2024-02-06,West
10838,Office Chair,Furniture,3,4637.04,13911.12,2024-12-20,South
4362,Wireless Earbuds,Electronics,2,3301.02,6602.04,2024-06-23,South
5990,Cooking Oil 1L,Grocery,5,171.73,858.65,2024-08-07,East
10708,Tea Pack 500g,Grocery,2,142.87,285.74,2024-12-12,West
7744,Sofa Set,Furniture,2,24789.87,49579.74,2024-10-23,North
2892,Rice 5kg,Grocery,2,243.98,487.96,2024-04-26,West
2145,Cooking Oil 1L,Grocery,5,178.16,890.8,2024-02-10,East
1853,Cooking Oil 1L,Grocery,1,188.7,188.7,2024-02-09,East
1446,Bookshelf,Furniture,2,3283.8,6567.6,2024-01-26,North
3521,Laptop Pro,Electronics,4,43556.52,174226.08,2024-04-11,West
6068,Jeans,Clothing,1,1267.26,1267.26,2024-08-05,North
4020,T-Shirt,Clothing,4,596.82,2387.28,2024-05-30,West
10158,Bluetooth Speaker,Electronics,1,2513.32,2513.32,2024-12-18,North
6514,Sofa Set,Furniture,3,24707.69,74123.07,2024-08-14,East
5761,Bluetooth Speaker,Electronics,2,2559.54,5119.08,2024-07-23,South
8438,Jeans,Clothing,2,1308.66,2617.32,2024-10-26,South
10975,Laptop Pro,Electronics,2,46090.28,92180.56,2024-12-27,West
1447,Dining Table,Furniture,10,12244.52,122445.2,2024-01-15,North
5615,Wheat Flour 5kg,Grocery,2,218.38,436.76,2024-07-02,North
8521,Laptop Pro,Electronics,2,43775.23,87550.46,2024-10-13,East
8408,Sugar 1kg,Grocery,1,46.5,46.5,2024-10-07,West
8502,Rice 5kg,Grocery,1,238.83,238.83,2024-10-14,East
4254,Jeans,Clothing,2,1294.23,2588.46,2024-05-29,West
3265,Rice 5kg,Grocery,5,255.98,1279.9,2024-04-17,South
10009,Dining Table,Furniture,1,12141.14,12141.14,2024-12-15,East
1478,Cooking Oil 1L,Grocery,1,187.6,187.6,2024-01-11,East
8257,Formal Shirt,Clothing,1,926.94,926.94,2024-10-07,East
1530,Sofa Set,Furniture,1,25463.29,25463.29,2024-01-17,South
6224,Bed Frame,Furniture,10,14330.16,143301.6,2024-08-15,South
10076,"LED TV 55""",Electronics,1,37426.64,37426.64,2024-12-10,North
7413,Cooking Oil 1L,Grocery,1,175.4,175.4,2024-09-24,West
8905,Jeans,Clothing,1,1261.03,1261.03,2024-11-02,East
7419,Sugar 1kg,Grocery,1,46.68,46.68,2024-09-15,North
1798,Bed Frame,Furniture,1,14878.24,14878.24,2024-02-20,North
6678,"LED TV 55""",Electronics,4,38590.2,154360.8,2024-09-09,West
9181,Dining Table,Furniture,10,12123.1,121231.0,2024-11-25,North
10627,Formal Shirt,Clothing,4,861.45,3445.8,2024-12-20,South
1666,Sneakers,Clothing,10,1851.5,18515.0,2024-02-18,West
6271,Laptop Pro,Electronics,3,44294.74,132884.22,2024-08-06,South
5353,Rice 5kg,Grocery,5,240.12,1200.6,2024-07-13,West
2101,Sofa Set,Furniture,1,25429.37,25429.37,2024-02-03,West
1005,Sofa Set,Furniture,1,25647.02,25647.02,2024-01-09,South
6991,Bluetooth Speaker,Electronics,1,2529.16,2529.16,2024-09-29,West
2219,Dining Table,Furniture,4,12381.06,49524.24,2024-03-04,North
3232,Bluetooth Speaker,Electronics,4,2431.59,9726.36,2024-04-11,North
8373,Jacket,Clothing,2,2586.02,5172.04,2024-10-10,East
5185,Jeans,Clothing,2,1307.92,2615.84,2024-07-11,South
9152,Jeans,Clothing,2,1319.66,2639.32,2024-11-20,North
1014,Bed Frame,Furniture,1,15051.21,15051.21,2024-01-21,South
3821,Sugar 1kg,Grocery,3,42.8,128.4,2024-05-25,North
9265,Formal Shirt,Clothing,2,936.63,1873.26,2024-11-03,West
3455,Sofa Set,Furniture,5,25052.23,125261.15,2024-04-14,West
4894,Smartphone X,Electronics,4,31214.29,124857.16,2024-06-02,East
9629,Jacket,Clothing,1,2592.24,2592.24,2024-11-24,East
7060,Smartphone X,Electronics,2,31523.08,63046.16,2024-09-19,South
11186,Dining Table,Furniture,1,12302.41,12302.41,2024-12-16,West
9983,Smartphone X,Electronics,4,32006.28,128025.12,2024-11-04,East
8582,Bed Frame,Furniture,5,15699.79,78498.95,2024-10-23,South
1807,Rice 5kg,Grocery,1,258.81,258.81,2024-02-28,East
8602,T-Shirt,Clothing,3,573.42,1720.26,2024-10-30,East
4962,"LED TV 55""",Electronics,10,38657.3,386573.0,2024-06-04,South
2709,Cooking Oil 1L,Grocery,2,185.55,371.1,2024-03-03,South
8753,Cooking Oil 1L,Grocery,1,183.88,183.88,2024-11-24,South
11358,Cooking Oil 1L,Grocery,10,172.6,1726.0,2024-12-16,North
2907,Laptop Pro,Electronics,3,46680.46,140041.38,2024-04-21,East
3776,Jeans,Clothing,1,1336.22,1336.22,2024-05-29,North
1699,Sofa Set,Furniture,5,24101.61,120508.05,2024-02-04,North
8909,Cooking Oil 1L,Grocery,1,185.96,185.96,2024-11-07,North
4030,"LED TV 55""",Electronics,3,38782.89,116348.67,2024-05-31,East
10406,Dining Table,Furniture,5,12231.87,61159.35,2024-12-14,East
7084,Office Chair,Furniture,3,4311.98,12935.94,2024-09-27,North
3656,Bed Frame,Furniture,10,15748.36,157483.6,2024-05-20,West
1714,Sofa Set,Furniture,5,24133.97,120669.85,2024-02-18,East
5868,Smartphone X,Electronics,2,31926.26,63852.52,2024-07-19,North
9340,Bluetooth Speaker,Electronics,1,2453.67,2453.67,2024-11-27,West
9328,Dining Table,Furniture,1,11685.87,11685.87,2024-11-20,North
11216,Bed Frame,Furniture,4,14424.86,57699.44,2024-12-11,West
4482,Wireless Earbuds,Electronics,1,3085.28,3085.28,2024-06-22,West
7425,Tea Pack 500g,Grocery,3,156.32,468.96,2024-09-01,South
3978,Office Chair,Furniture,5,4351.71,21758.55,2024-05-13,North
10750,Office Chair,Furniture,10,4585.7,45857.0,2024-12-07,West
3907,Office Chair,Furniture,3,4527.56,13582.68,2024-05-04,West
10716,Sofa Set,Furniture,1,24566.16,24566.16,2024-12-22,West
10717,T-Shirt,Clothing,1,624.39,624.39,2024-12-22,East
5282,Formal Shirt,Clothing,10,879.38,8793.8,2024-07-13,East
1611,"LED TV 55""",Electronics,1,38419.21,38419.21,2024-02-17,South
6539,Bed Frame,Furniture,2,15585.98,31171.96,2024-08-30,South
3555,Rice 5kg,Grocery,3,250.41,751.23,2024-04-29,West
3351,Bed Frame,Furniture,10,15530.13,155301.3,2024-04-29,North
8141,Cooking Oil 1L,Grocery,10,172.45,1724.5,2024-10-16,North
6561,Rice 5kg,Grocery,1,249.41,249.41,2024-08-14,North
1434,Bluetooth Speaker,Electronics,1,2557.78,2557.78,2024-01-11,East
11438,Office Chair,Furniture,4,4436.12,17744.48,2024-12-28,South
4743,Cooking Oil 1L,Grocery,3,173.31,519.93,2024-06-23,West
8071,Bed Frame,Furniture,1,14534.54,14534.54,2024-10-10,West
5273,Sofa Set,Furniture,1,23977.17,23977.17,2024-07-26,South
3769,"LED TV 55""",Electronics,2,36971.56,73943.12,2024-05-14,North
1552,Sneakers,Clothing,4,1891.99,7567.96,2024-02-12,South
1971,Office Chair,Furniture,2,4305.4,8610.8,2024-02-04,South
10139,Sugar 1kg,Grocery,1,45.64,45.64,2024-12-18,East
7880,Bookshelf,Furniture,1,3259.49,3259.49,2024-10-27,East
2859,Cooking Oil 1L,Grocery,1,174.13,174.13,2024-03-05,South
1341,Smartphone X,Electronics,2,33234.53,66469.06,2024-01-26,East
9662,Tea Pack 500g,Grocery,2,148.02,296.04,2024-11-25,West
2100,Wheat Flour 5kg,Grocery,2,226.09,452.18,2024-02-03,East
8757,Sugar 1kg,Grocery,10,44.48,444.8,2024-11-23,West
1313,Jacket,Clothing,2,2616.35,5232.7,2024-01-12,East
7190,Sofa Set,Furniture,1,26079.33,26079.33,2024-09-19,East
5485,Laptop Pro,Electronics,3,45200.49,135601.47,2024-07-21,West
1052,Wireless Earbuds,Electronics,2,3109.66,6219.32,2024-01-07,North
8630,Dining Table,Furniture,4,11475.22,45900.88,2024-10-09,West
5512,Bluetooth Speaker,Electronics,4,2584.79,10339.16,2024-07-25,East
1786,Formal Shirt,Clothing,2,869.07,1738.14,2024-02-17,North
11346,Bluetooth Speaker,Electronics,5,2483.86,12419.3,2024-12-25,East
1039,T-Shirt,Clothing,10,583.31,5833.1,2024-01-03,West
4606,Dining Table,Furniture,1,12432.12,12432.12,2024-06-25,North
5780,T-Shirt,Clothing,3,616.74,1850.22,2024-07-10,North
6189,Wireless Earbuds,Electronics,5,3078.1,15390.5,2024-08-08,North
5722,Jacket,Clothing,2,2408.06,4816.12,2024-07-14,West
7583,T-Shirt,Clothing,5,604.97,3024.85,2024-10-15,North
1997,Formal Shirt,Clothing,1,859.45,859.45,2024-02-04,East
10886,Sneakers,Clothing,10,1883.28,18832.8,2024-12-14,North
4107,Sofa Set,Furniture,4,25147.36,100589.44,2024-05-27,West
3133,Sofa Set,Furniture,3,23973.07,71919.21,2024-04-12,South
8739,Tea Pack 500g,Grocery,1,149.09,149.09,2024-11-22,North
6286,Office Chair,Furniture,4,4351.87,17407.48,2024-08-18,North
3658,"LED TV 55""",Electronics,3,36186.33,108558.99,2024-05-31,West
8149,T-Shirt,Clothing,2,613.85,1227.7,2024-10-10,South
2123,Wireless Earbuds,Electronics,4,3206.63,12826.52,2024-02-03,South
11145,Wheat Flour 5kg,Grocery,4,221.62,886.48,2024-12-22,East
6007,Laptop Pro,Electronics,2,45468.93,90937.86,2024-08-25,South
4316,T-Shirt,Clothing,1,569.5,569.5,2024-05-31,South
6434,Jacket,Clothing,4,2515.6,10062.4,2024-08-20,North
6451,Sneakers,Clothing,1,1877.0,1877.0,2024-08-10,West
3843,Sugar 1kg,Grocery,1,44.21,44.21,2024-05-15,East
10479,Formal Shirt,Clothing,5,933.38,4666.9,2024-12-12,South
3552,Wireless Earbuds,Electronics,4,3306.9,13227.6,2024-04-03,North
9991,Dining Table,Furniture,10,11720.28,117202.8,2024-12-03,South
3400,Sugar 1kg,Grocery,1,44.75,44.75,2024-04-28,North
5642,Formal Shirt,Clothing,1,939.23,939.23,2024-07-18,South
9287,Bookshelf,Furniture,10,3198.45,31984.5,2024-11-21,South
7947,Bluetooth Speaker,Electronics,10,2435.28,24352.8,2024-10-19,West
3688,Rice 5kg,Grocery,4,237.86,951.44,2024-05-16,North
9396,Jacket,Clothing,1,2533.27,2533.27,2024-11-19,West
6070,Smartphone X,Electronics,4,33499.61,133998.44,2024-08-23,East
1327,"LED TV 55""",Electronics,2,36919.49,73838.98,2024-01-01,South
8264,Sofa Set,Furniture,5,24411.14,122055.7,2024-10-20,East
4728,Wireless Earbuds,Electronics,1,3076.98,3076.98,2024-06-24,South
3422,T-Shirt,Clothing,2,619.13,1238.26,2024-04-09,East
6408,Bluetooth Speaker,Electronics,1,2410.0,2410.0,2024-08-12,South
2818,Bookshelf,Furniture,3,3064.49,9193.47,2024-03-04,North
1937,Bed Frame,Furniture,1,14963.8,14963.8,2024-02-04,North
5121,Dining Table,Furniture,3,11622.44,34867.32,2024-07-03,West
2718,Smartphone X,Electronics,3,31784.15,95352.45,2024-03-28,West
5278,Sugar 1kg,Grocery,4,44.37,177.48,2024-07-02,South
1808,T-Shirt,Clothing,1,574.74,574.74,2024-02-14,North
8416,T-Shirt,Clothing,1,597.39,597.39,2024-10-28,South
1917,Smartphone X,Electronics,3,30730.32,92190.96,2024-02-02,East
8180,Tea Pack 500g,Grocery,10,145.78,1457.8,2024-10-24,West
2266,Smartphone X,Electronics,2,32817.55,65635.1,2024-03-21,North
2405,Smartphone X,Electronics,2,33070.67,66141.34,2024-03-27,East
4023,Formal Shirt,Clothing,1,889.96,889.96,2024-05-28,North
8660,Laptop Pro,Electronics,1,46074.97,46074.97,2024-11-05,North
8764,Bed Frame,Furniture,2,15583.63,31167.26,2024-11-16,East
2167,Sneakers,Clothing,3,1980.94,5942.82,2024-03-24,North
4232,Wheat Flour 5kg,Grocery,1,222.66,222.66,2024-05-28,South
10778,Formal Shirt,Clothing,2,927.43,1854.86,2024-12-06,West
7176,Sofa Set,Furniture,5,26136.21,130681.05,2024-09-13,West
3779,T-Shirt,Clothing,5,571.1,2855.5,2024-05-01,South
1784,Laptop Pro,Electronics,1,45570.09,45570.09,2024-02-22,South
7312,Smartphone X,Electronics,2,30858.4,61716.8,2024-09-24,North
9828,Sofa Set,Furniture,10,25292.24,252922.4,2024-11-21,West
7112,Bluetooth Speaker,Electronics,2,2477.64,4955.28,2024-09-25,South
4153,Sneakers,Clothing,3,1954.89,5864.67,2024-05-16,West
1213,Bed Frame,Furniture,5,15499.26,77496.3,2024-01-24,East
11227,Sneakers,Clothing,5,1841.17,9205.85,2024-12-28,South
4091,Bed Frame,Furniture,1,15670.18,15670.18,2024-05-02,North
9737,Dining Table,Furniture,10,11946.12,119461.2,2024-11-09,East
6499,Bed Frame,Furniture,1,15706.35,15706.35,2024-08-07,East
6056,T-Shirt,Clothing,4,578.45,2313.8,2024-08-13,South
4359,Bluetooth Speaker,Electronics,1,2571.54,2571.54,2024-06-20,East
3025,Wheat Flour 5kg,Grocery,3,218.37,655.11,2024-04-08,North
5322,Tea Pack 500g,Grocery,1,153.17,153.17,2024-07-17,South
2637,Formal Shirt,Clothing,2,933.84,1867.68,2024-03-15,West
9813,Jeans,Clothing,10,1236.41,12364.1,2024-11-07,West
6054,Bookshelf,Furniture,10,3230.48,32304.8,2024-08-04,East
5450,T-Shirt,Clothing,1,611.24,611.24,2024-07-06,West
5048,Bed Frame,Furniture,1,14672.38,14672.38,2024-06-30,East
8056,Cooking Oil 1L,Grocery,4,175.67,702.68,2024-10-16,East
7373,Jacket,Clothing,10,2502.77,25027.7,2024-09-13,West
2516,Sneakers,Clothing,3,1971.06,5913.18,2024-03-21,West
11418,"LED TV 55""",Electronics,10,36715.46,367154.6,2024-12-15,West
1758,Jacket,Clothing,3,2488.75,7466.25,2024-02-13,South
5241,Jeans,Clothing,4,1258.77,5035.08,2024-07-17,East
10167,Smartphone X,Electronics,2,30431.13,60862.26,2024-12-24,South
4307,Sofa Set,Furniture,1,24119.2,24119.2,2024-05-29,West
4243,Wheat Flour 5kg,Grocery,1,210.48,210.48,2024-05-06,West
2339,Sneakers,Clothing,1,1948.44,1948.44,2024-03-14,South
7781,"LED TV 55""",Electronics,1,37645.46,37645.46,2024-10-31,South
2548,Smartphone X,Electronics,5,33189.37,165946.85,2024-03-05,East
7387,Smartphone X,Electronics,2,32287.53,64575.06,2024-09-11,North
